topic_id,topic_name,subfield_id,subfield_name,field_id,field_name,domain_id,domain_name,keywords,summary,wikipedia_url
10812,Human Action Recognition and Pose Estimation,1707,Computer Vision and Pattern Recognition,17,Computer Science,3,Physical Sciences,Action Recognition; Pose Estimation; Spatiotemporal Features; Convolutional Networks; 3D Human Pose; Skeleton-Based Recognition; Video Classification; Deep Learning; Human Activity Analysis; Temporal Convolutional Networks,"This cluster of papers focuses on the development and application of deep learning techniques for human action recognition and pose estimation. It covers topics such as spatiotemporal feature learning, convolutional networks, 3D human pose estimation, skeleton-based recognition, and video classification. The research aims to advance the understanding and accurate detection of human actions in various environments.",https://en.wikipedia.org/wiki/Action_recognition_in_videos
10813,Development of Expert Performance in Sports Psychology,3204,Developmental and Educational Psychology,32,Psychology,2,Social Sciences,Expert Performance; Motor Imagery; Athlete Development; Sport Psychology; Attentional Focus; Mental Toughness; Coaching Effectiveness; Youth Sport Specialization; Deliberate Practice; Qualitative Research,"This cluster of papers focuses on the development of expert performance in sports psychology, covering topics such as motor imagery, athlete development, attentional focus, mental toughness, coaching effectiveness, youth sport specialization, deliberate practice, and qualitative research methods.",https://en.wikipedia.org/wiki/Expert_performance
10814,Role of Neuropeptides in Physiology and Disease,2804,Cellular and Molecular Neuroscience,28,Neuroscience,1,Life Sciences,Neuropeptides; Receptors; Opioid; Calcitonin Gene-Related Peptide; Pituitary Adenylate Cyclase-Activating Polypeptide; Stress; Anxiety; Depression; Immune Modulation; Vasoactive Intestinal Peptide,"This cluster of papers explores the role of neuropeptides and their receptors in various physiological processes and disease states, including stress, anxiety, depression, immune modulation, and cardiovascular function. It covers a wide range of neuropeptides such as opioid receptors, calcitonin gene-related peptide, pituitary adenylate cyclase-activating polypeptide, and vasoactive intestinal peptide.",https://en.wikipedia.org/wiki/Neuropeptide
10815,Ecological Interactions of Parasites in Ecosystems,2303,Ecology,23,Environmental Science,3,Physical Sciences,Parasites; Ecosystem; Host-Parasite Interactions; Biodiversity; Invasive Species; Disease Risk; Community Ecology; Global Change; Molecular Phylogeny; Aquatic Environment,"This cluster of papers explores the ecological interactions of parasites in various ecosystems, emphasizing the impact of parasites on biodiversity, disease risk, and invasive species. It delves into host-parasite interactions, molecular phylogeny, and the effects of global change on parasite ecology in the aquatic environment.",https://en.wikipedia.org/wiki/Ecology_of_parasites
10816,Diagnosis and Treatment of Carotid Artery Disease,2740,Pulmonary and Respiratory Medicine,27,Medicine,4,Health Sciences,Carotid Artery Stenosis; Endarterectomy; Stenting; Atherosclerotic Plaque; Intracranial Arterial Stenosis; Plaque Inflammation; Cerebrovascular Events; Magnetic Resonance Imaging; Neovascularization; Stroke Prevention,"This cluster of papers focuses on the diagnosis and treatment of carotid artery disease, including carotid artery stenosis, endarterectomy, stenting, atherosclerotic plaque, intracranial arterial stenosis, plaque inflammation, neovascularization, and stroke prevention.",https://en.wikipedia.org/wiki/Carotid_artery_disease
10817,Multicomponent Reactions,1605,Organic Chemistry,16,Chemistry,3,Physical Sciences,Multicomponent Reactions; Green Chemistry; Heterocyclic Synthesis; Catalysis; Organic Synthesis; Nanocatalysts; Isocyanides; Asymmetric Synthesis; Drug Discovery; Sustainable Methodologies,"This cluster of papers focuses on recent advances in multicomponent reactions, particularly in the context of green chemistry, heterocyclic synthesis, catalysis, and organic synthesis. It explores the use of nanocatalysts, isocyanides, and asymmetric synthesis in the development of sustainable methodologies for drug discovery.",https://en.wikipedia.org/wiki/Multicomponent_reaction
10818,High-Energy Astrophysics and Particle Acceleration Studies,3106,Nuclear and High Energy Physics,31,Physics and Astronomy,3,Physical Sciences,High-Energy Astrophysics; Particle Acceleration; Cosmic Rays; Neutrinos; Blazars; Supernova Remnants; Gamma-Ray Astronomy; Magnetic Field Amplification; IceCube Neutrino Observatory; Galactic Cosmic Rays,"This cluster of papers focuses on high-energy astrophysics and particle acceleration studies, including research on cosmic rays, neutrinos, blazars, supernova remnants, and gamma-ray astronomy. It explores topics such as magnetic field amplification, the IceCube Neutrino Observatory, and the properties of galactic cosmic rays.",https://en.wikipedia.org/wiki/High-energy_astronomy
10819,Toxicology and Environmental Impacts of Mercury Contamination,2307,"Health, Toxicology and Mutagenesis",23,Environmental Science,3,Physical Sciences,Mercury; Toxicology; Environmental; Exposure; Health Effects; Methylmercury; Bioaccumulation; Emissions; Global Cycling; Aquatic Systems,"This cluster of papers focuses on the toxicology, environmental impacts, and global cycling of mercury and its compounds. It covers topics such as mercury exposure, health effects, bioaccumulation in aquatic food webs, emissions from anthropogenic sources, and the interactions between mercury and the environment.",https://en.wikipedia.org/wiki/Mercury_poisoning
10820,Type-2 Fuzzy Logic Systems and Applications,1702,Artificial Intelligence,17,Computer Science,3,Physical Sciences,Type-2 Fuzzy Sets; Fuzzy Logic Systems; Neuro-Fuzzy Methods; Interval Type-2 Fuzzy Logic; Genetic Fuzzy Systems; Fuzzy Rule-Based Systems; System Identification; Control Systems; Machine Learning; Pattern Recognition,"This cluster of papers focuses on the theory, design, and applications of Type-2 Fuzzy Logic Systems, including Interval Type-2 Fuzzy Logic. It covers topics such as neuro-fuzzy methods, genetic fuzzy systems, system identification, control systems, machine learning, and pattern recognition.",https://en.wikipedia.org/wiki/Type-2_fuzzy_sets_and_systems
10821,Recommendations for Cardiac Chamber Quantification by Echocardiography,2705,Cardiology and Cardiovascular Medicine,27,Medicine,4,Health Sciences,Echocardiography; Chamber Quantification; Diastolic Function; Heart Failure; Obesity; Cardiac Metabolism; Left Ventricular Function; Strain Imaging; Diabetic Cardiomyopathy; Cardiovascular Risk,"This cluster of papers focuses on recommendations and updates for cardiac chamber quantification by echocardiography in adults, with a particular emphasis on evaluating left ventricular diastolic function. It also explores the association of obesity, diabetic cardiomyopathy, and cardiac metabolism with heart failure. The papers cover the use of advanced imaging techniques such as strain imaging and speckle tracking echocardiography to assess cardiac mechanics and function.",https://en.wikipedia.org/wiki/Echocardiography
10822,Acoustic Metamaterials and Phononic Crystals,2204,Biomedical Engineering,22,Engineering,3,Physical Sciences,Acoustic Metamaterials; Phononic Crystals; Sound Control; Wave Propagation; Band Gaps; Local Resonances; Negative Modulus; Elastic Waves; Subwavelength Imaging; Vibration Control,"This cluster of papers explores the advancements in acoustic metamaterials and phononic crystals, focusing on topics such as sound control, wave propagation, band gaps, local resonances, negative modulus, elastic waves, subwavelength imaging, and vibration control.",https://en.wikipedia.org/wiki/Acoustic_metamaterial
